min_df,Topics,Words,Similar Words,No. Results,No. QGS,No. GS,No. Total
0.1,1,5,0,11,1,1,3
0.1,1,5,1,14,1,1,3
0.1,1,5,2,36,1,1,3
0.1,1,5,3,38,1,1,3
0.1,1,6,0,0,0,0,0
0.1,1,6,1,1,0,0,0
0.1,1,6,2,5,0,0,0
0.1,1,6,3,5,0,0,0
0.1,1,7,0,0,0,0,0
0.1,1,7,1,1,0,0,0
0.1,1,7,2,4,0,0,0
0.1,1,7,3,4,0,0,0
0.1,1,8,0,0,0,0,0
0.1,1,8,1,0,0,0,0
0.1,1,8,2,1,0,0,0
0.1,1,8,3,1,0,0,0
0.1,1,9,0,0,0,0,0
0.1,1,9,1,0,0,0,0
0.1,1,9,2,1,0,0,0
0.1,1,9,3,1,0,0,0
0.1,1,10,0,0,0,0,0
0.1,1,10,1,0,0,0,0
0.1,1,10,2,0,0,0,0
0.1,1,10,3,0,0,0,0
0.1,2,5,0,2,1,1,12
0.1,2,5,1,3,1,1,12
0.1,2,5,2,17,1,1,12
0.1,2,5,3,21,1,1,12
0.1,2,6,0,2,1,1,12
0.1,2,6,1,2,1,1,12
0.1,2,6,2,10,1,1,12
0.1,2,6,3,16,1,1,12
0.1,2,7,0,2,1,1,12
0.1,2,7,1,2,1,1,12
0.1,2,7,2,7,1,1,12
0.1,2,7,3,9,1,1,12
0.1,2,8,0,1,0,0,0
0.1,2,8,1,1,0,0,0
0.1,2,8,2,-1,0,0,0
0.1,2,8,3,1,0,0,0
0.1,2,9,0,1,0,0,0
0.1,2,9,1,1,0,0,0
0.1,2,9,2,1,0,0,0
0.1,2,9,3,1,0,0,0
0.1,2,10,0,1,0,0,0
0.1,2,10,1,1,0,0,0
0.1,2,10,2,1,0,0,0
0.1,2,10,3,1,0,0,0
0.1,3,5,0,20,2,2,15
0.1,3,5,1,21,2,2,15
0.1,3,5,2,21,2,2,15
0.1,3,5,3,21,2,2,15
0.1,3,6,0,12,2,2,15
