title
Linking software process improvement to business strategies: experiences from industry
Business-oriented process improvement: practices and experiences at Thales Naval The Netherlands (TNNL)
Bridging the gap between business strategy and software development
Strategic alignment of software process improvement programs using QFD
Software process improvement: Supporting the linking of the software and the business strategies
Entropy based software processes improvement
Defining and monitoring strategically aligned software improvement goals
Linking software development and business strategy through measurement
Integration of strategic management, process improvement and quantitative measurement for managing the competitiveness of software engineering organizations
Business-oriented software process improvement based on CMMI using QFD
