min_df,Topics,Words,Similar Words,No. Results,No. QGS,No. GS,No. Total
0.1,1,5,0,389,3,18,43
0.1,1,5,1,426,4,19,43
0.1,1,5,2,606,7,22,43
0.1,1,5,3,627,7,22,43
0.1,1,6,0,166,2,16,43
0.1,1,6,1,400,4,19,43
0.1,1,6,2,480,7,22,43
0.1,1,6,3,606,7,22,43
0.1,1,7,0,41,2,15,43
0.1,1,7,1,390,4,19,43
0.1,1,7,2,472,7,22,43
0.1,1,7,3,589,7,22,43
0.1,1,8,0,30,2,10,43
0.1,1,8,1,335,4,15,43
0.1,1,8,2,406,7,18,43
0.1,1,8,3,518,7,18,43
0.1,1,9,0,30,2,10,43
0.1,1,9,1,335,4,15,43
0.1,1,9,2,406,7,18,43
0.1,1,9,3,518,7,18,43
0.1,1,10,0,5,0,3,43
0.1,1,10,1,76,1,4,43
0.1,1,10,2,353,6,16,43
0.1,1,10,3,450,6,16,43
0.1,2,5,0,802,10,29,44
0.1,2,5,1,3000,10,30,44
0.1,2,5,2,3000,2,6,43
0.1,2,5,3,3000,0,0,0
0.1,2,6,0,802,10,29,44
0.1,2,6,1,3000,10,30,44
0.1,2,6,2,3000,2,6,43
0.1,2,6,3,3000,0,0,0
0.1,2,7,0,189,8,23,44
0.1,2,7,1,651,9,26,44
0.1,2,7,2,828,9,26,44
0.1,2,7,3,1033,9,26,44
0.1,2,8,0,41,7,18,44
0.1,2,8,1,44,7,18,44
0.1,2,8,2,61,7,18,44
0.1,2,8,3,68,7,18,44
0.1,2,9,0,24,6,12,44
0.1,2,9,1,38,7,14,44
0.1,2,9,2,55,7,14,44
0.1,2,9,3,62,7,14,44
0.1,2,10,0,21,4,10,44
0.1,2,10,1,30,4,11,44
0.1,2,10,2,45,7,14,44
0.1,2,10,3,49,7,14,44
0.1,3,5,0,820,10,31,44
0.1,3,5,1,3000,10,32,44
0.1,3,5,2,3000,2,6,43
0.1,3,5,3,3000,0,0,0
0.1,3,6,0,88,8,25,44
0.1,3,6,1,3000,9,29,44
0.1,3,6,2,3000,2,6,43
0.1,3,6,3,3000,0,0,0
0.1,3,7,0,36,6,17,44
0.1,3,7,1,248,8,20,44
0.1,3,7,2,396,8,20,44
0.1,3,7,3,483,8,20,44
0.1,3,8,0,33,4,15,44
0.1,3,8,1,244,5,17,44
0.1,3,8,2,396,8,20,44
0.1,3,8,3,483,8,20,44
0.1,3,9,0,26,4,14,44
0.1,3,9,1,38,4,14,44
0.1,3,9,2,59,7,17,44
0.1,3,9,3,66,7,17,44
0.1,3,10,0,24,4,13,44
0.1,3,10,1,27,4,13,44
0.1,3,10,2,33,7,16,44
0.1,3,10,3,45,7,16,44
0.1,4,5,0,868,10,31,44
0.1,4,5,1,3000,9,30,44
0.1,4,5,2,3000,2,6,43
0.1,4,5,3,3000,0,0,0
0.1,4,6,0,642,9,28,44
0.1,4,6,1,3000,8,27,44
0.1,4,6,2,3000,2,6,43
0.1,4,6,3,3000,0,0,0
0.1,4,7,0,85,8,24,44
0.1,4,7,1,3000,9,29,44
0.1,4,7,2,3000,2,6,43
0.1,4,7,3,3000,0,0,0
0.1,4,8,0,41,6,16,44
0.1,4,8,1,488,8,19,44
0.1,4,8,2,3000,8,20,44
0.1,4,8,3,3000,6,10,44
0.1,4,9,0,29,6,11,44
0.1,4,9,1,399,8,14,44
0.1,4,9,2,880,8,14,44
0.1,4,9,3,3000,7,13,44
0.1,4,10,0,16,4,8,43
0.1,4,10,1,24,6,11,43
0.1,4,10,2,267,6,11,43
0.1,4,10,3,2374,6,11,43
0.1,5,5,0,491,9,26,44
0.1,5,5,1,3000,4,10,43
0.1,5,5,2,3000,1,5,43
