min_df,Topics,Words,Similar Words,No. Results,No. QGS,No. GS,No. Total
0.1,1,5,0,348,5,10,28
0.1,1,5,1,2536,6,12,28
0.1,1,5,2,2923,6,12,28
0.1,1,5,3,3838,6,12,28
0.1,1,6,0,96,4,8,25
0.1,1,6,1,644,6,11,28
0.1,1,6,2,878,6,11,28
0.1,1,6,3,1209,6,11,28
0.1,1,7,0,51,3,7,25
0.1,1,7,1,171,5,10,28
0.1,1,7,2,226,5,10,28
0.1,1,7,3,248,5,10,28
0.1,1,8,0,9,0,3,23
0.1,1,8,1,78,2,6,24
0.1,1,8,2,111,2,6,24
0.1,1,8,3,171,2,7,25
0.1,1,9,0,8,0,3,23
0.1,1,9,1,74,2,6,24
0.1,1,9,2,100,2,6,24
0.1,1,9,3,153,2,7,25
0.1,1,10,0,4,0,3,23
0.1,1,10,1,9,0,4,23
0.1,1,10,2,23,0,4,23
0.1,1,10,3,61,1,6,24
0.1,2,5,0,1922,5,18,29
0.1,2,5,1,1926,5,18,29
0.1,2,5,2,1926,5,18,29
0.1,2,5,3,1931,5,18,29
0.1,2,6,0,286,4,13,25
0.1,2,6,1,335,5,15,28
0.1,2,6,2,428,5,15,28
0.1,2,6,3,455,5,15,28
0.1,2,7,0,256,4,13,25
0.1,2,7,1,295,5,15,28
0.1,2,7,2,363,5,15,28
0.1,2,7,3,383,5,15,28
0.1,2,8,0,25,3,5,25
0.1,2,8,1,164,5,12,28
0.1,2,8,2,212,5,13,28
0.1,2,8,3,334,5,14,28
0.1,2,9,0,8,2,4,24
0.1,2,9,1,39,3,8,26
0.1,2,9,2,70,3,11,27
0.1,2,9,3,141,4,13,27
0.1,2,10,0,5,1,2,23
0.1,2,10,1,26,2,4,25
0.1,2,10,2,42,2,4,25
0.1,2,10,3,126,4,12,26
0.1,3,5,0,2116,7,20,29
0.1,3,5,1,2210,7,20,29
0.1,3,5,2,2444,7,20,29
0.1,3,5,3,2690,7,20,29
0.1,3,6,0,1673,7,18,29
0.1,3,6,1,1682,7,18,29
0.1,3,6,2,1696,7,18,29
0.1,3,6,3,1703,7,18,29
0.1,3,7,0,68,6,11,28
0.1,3,7,1,714,7,17,29
0.1,3,7,2,807,7,17,29
0.1,3,7,3,1418,7,18,29
0.1,3,8,0,28,6,9,28
0.1,3,8,1,528,7,12,28
0.1,3,8,2,576,7,13,28
0.1,3,8,3,942,7,13,28
0.1,3,9,0,20,4,5,25
0.1,3,9,1,498,5,7,25
0.1,3,9,2,533,5,7,25
0.1,3,9,3,846,7,12,27
0.1,3,10,0,15,4,5,25
0.1,3,10,1,322,5,7,25
0.1,3,10,2,533,5,7,25
0.1,3,10,3,845,7,12,27
0.1,4,5,0,2136,7,20,29
0.1,4,5,1,2237,7,20,29
0.1,4,5,2,2471,7,20,29
0.1,4,5,3,2721,7,20,29
0.1,4,6,0,1695,7,19,29
0.1,4,6,1,1714,7,19,29
0.1,4,6,2,1728,7,19,29
0.1,4,6,3,1739,7,19,29
0.1,4,7,0,92,6,12,28
0.1,4,7,1,748,7,18,29
0.1,4,7,2,841,7,18,29
0.1,4,7,3,1454,7,19,29
0.1,4,8,0,75,4,8,25
0.1,4,8,1,556,5,10,25
0.1,4,8,2,606,5,10,25
0.1,4,8,3,999,7,17,27
0.1,4,9,0,44,4,6,25
0.1,4,9,1,532,5,8,25
0.1,4,9,2,567,5,8,25
0.1,4,9,3,883,7,13,27
0.1,4,10,0,39,4,6,25
0.1,4,10,1,356,5,8,25
0.1,4,10,2,-1,5,8,25
0.1,4,10,3,883,7,13,27
0.1,5,5,0,1956,7,20,29
0.1,5,5,1,3148,7,20,29
0.1,5,5,2,4695,7,20,29
0.1,5,5,3,5000,7,20,29
0.1,5,6,0,1706,7,19,29
0.1,5,6,1,1797,7,19,29
0.1,5,6,2,1837,7,19,29
0.1,5,6,3,1958,7,20,29
0.1,5,7,0,840,7,19,29
0.1,5,7,1,1323,7,19,29
0.1,5,7,2,1713,7,19,29
0.1,5,7,3,1727,7,19,29
0.1,5,8,0,480,6,10,26
0.1,5,8,1,723,6,12,26
0.1,5,8,2,1089,6,15,27
0.1,5,8,3,1240,7,17,28
0.1,5,9,0,188,6,9,26
0.1,5,9,1,398,6,11,26
0.1,5,9,2,824,6,13,27
0.1,5,9,3,956,7,17,28
0.1,5,10,0,140,5,7,24
0.1,5,10,1,235,5,8,24
0.1,5,10,2,509,5,9,24
0.1,5,10,3,520,5,9,24
0.2,1,5,0,348,5,10,28
0.2,1,5,1,2536,6,12,28
0.2,1,5,2,2923,6,12,28
0.2,1,5,3,3838,6,12,28
0.2,1,6,0,96,4,8,25
0.2,1,6,1,644,6,11,28
0.2,1,6,2,878,6,11,28
0.2,1,6,3,-1,6,11,28
0.2,1,7,0,51,3,7,25
0.2,1,7,1,171,5,10,28
0.2,1,7,2,226,5,10,28
0.2,1,7,3,248,5,10,28
0.2,1,8,0,9,0,3,23
0.2,1,8,1,78,2,6,24
0.2,1,8,2,111,2,6,24
0.2,1,8,3,171,2,7,25
0.2,1,9,0,8,0,3,23
0.2,1,9,1,74,2,6,24
0.2,1,9,2,100,2,6,24
0.2,1,9,3,153,2,7,25
0.2,1,10,0,4,0,3,23
0.2,1,10,1,9,0,4,23
0.2,1,10,2,23,0,4,23
0.2,1,10,3,61,1,6,24
0.2,2,5,0,579,6,14,28
0.2,2,5,1,-1,6,14,28
0.2,2,5,2,-1,6,14,28
0.2,2,5,3,4326,7,17,28
0.2,2,6,0,216,6,12,28
0.2,2,6,1,855,7,14,28
0.2,2,6,2,1072,7,15,28
0.2,2,6,3,1298,7,15,28
0.2,2,7,0,178,6,11,28
0.2,2,7,1,698,7,12,28
0.2,2,7,2,756,7,12,28
0.2,2,7,3,-1,7,12,28
0.2,2,8,0,28,6,9,28
