min_df,Topics,Words,Similar Words,No. Results,No. QGS,No. GS,No. Total
0.1,1,5,0,51,6,17,43
0.1,1,5,1,1604,7,19,43
0.1,1,5,2,3000,5,15,43
0.1,1,5,3,3000,3,8,43
0.1,1,6,0,45,5,16,43
0.1,1,6,1,524,7,19,43
0.1,1,6,2,1708,7,20,43
0.1,1,6,3,3000,7,17,44
0.1,1,7,0,41,5,15,43
0.1,1,7,1,167,6,17,43
0.1,1,7,2,171,6,17,43
0.1,1,7,3,231,7,19,43
0.1,1,8,0,25,4,13,43
0.1,1,8,1,26,5,14,43
0.1,1,8,2,26,5,14,43
0.1,1,8,3,27,5,15,43
0.1,1,9,0,25,4,13,43
0.1,1,9,1,26,5,14,43
0.1,1,9,2,26,5,14,43
0.1,1,9,3,27,5,15,43
0.1,1,10,0,3,1,2,43
0.1,1,10,1,19,4,9,43
0.1,1,10,2,19,4,9,43
0.1,1,10,3,20,4,10,43
0.1,2,5,0,743,10,26,44
0.1,2,5,1,3000,3,10,44
0.1,2,5,2,3000,3,8,43
0.1,2,5,3,3000,1,5,43
0.1,2,6,0,243,9,23,43
0.1,2,6,1,920,9,25,43
0.1,2,6,2,1153,9,25,43
0.1,2,6,3,2036,10,27,43
0.1,2,7,0,110,8,20,43
0.1,2,7,1,265,8,22,43
0.1,2,7,2,302,8,22,43
0.1,2,7,3,694,8,24,43
0.1,2,8,0,29,5,16,43
0.1,2,8,1,262,8,22,43
0.1,2,8,2,299,8,22,43
0.1,2,8,3,676,8,24,43
0.1,2,9,0,29,5,16,43
0.1,2,9,1,261,8,22,43
0.1,2,9,2,292,8,22,43
0.1,2,9,3,490,8,23,43
0.1,2,10,0,18,3,8,43
0.1,2,10,1,48,4,10,43
0.1,2,10,2,61,4,10,43
0.1,2,10,3,94,4,12,43
0.1,3,5,0,262,10,26,43
0.1,3,5,1,473,10,26,43
0.1,3,5,2,647,10,26,43
0.1,3,5,3,1575,11,29,44
0.1,3,6,0,149,10,25,43
0.1,3,6,1,467,10,26,43
0.1,3,6,2,585,10,26,43
0.1,3,6,3,1290,11,28,44
0.1,3,7,0,89,9,21,43
0.1,3,7,1,212,9,22,43
0.1,3,7,2,216,9,22,43
0.1,3,7,3,277,10,23,43
0.1,3,8,0,85,9,20,43
0.1,3,8,1,208,9,21,43
0.1,3,8,2,212,9,21,43
0.1,3,8,3,218,10,23,43
0.1,3,9,0,52,7,17,43
0.1,3,9,1,53,7,17,43
0.1,3,9,2,53,7,17,43
0.1,3,9,3,54,7,17,43
0.1,3,10,0,35,5,13,43
0.1,3,10,1,39,5,13,43
0.1,3,10,2,39,5,13,43
0.1,3,10,3,41,5,14,43
0.1,4,5,0,528,9,25,44
0.1,4,5,1,2165,10,26,44
0.1,4,5,2,3000,8,21,44
0.1,4,5,3,3000,4,10,43
0.1,4,6,0,286,9,24,44
0.1,4,6,1,613,10,25,44
0.1,4,6,2,1599,10,26,44
0.1,4,6,3,3000,9,21,44
0.1,4,7,0,54,9,22,43
0.1,4,7,1,528,10,24,43
0.1,4,7,2,1419,10,25,43
0.1,4,7,3,3000,9,21,44
0.1,4,8,0,38,6,14,43
0.1,4,8,1,418,8,18,43
0.1,4,8,2,938,8,19,43
0.1,4,8,3,3000,9,20,44
0.1,4,9,0,33,6,13,43
0.1,4,9,1,140,7,16,43
0.1,4,9,2,144,7,16,43
0.1,4,9,3,163,8,18,43
0.1,4,10,0,26,4,10,43
0.1,4,10,1,115,5,13,43
0.1,4,10,2,118,5,13,43
0.1,4,10,3,135,6,15,43
0.1,5,5,0,1496,10,25,44
0.1,5,5,1,2427,11,26,44
0.1,5,5,2,3000,9,23,44
0.1,5,5,3,3000,4,12,44
0.1,5,6,0,1356,10,25,44
0.1,5,6,1,1927,10,25,44
0.1,5,6,2,3000,10,25,44
0.1,5,6,3,3000,5,14,44
0.1,5,7,0,228,9,22,43
0.1,5,7,1,450,10,23,43
0.1,5,7,2,1030,10,24,43
0.1,5,7,3,3000,8,20,44
0.1,5,8,0,55,8,20,43
0.1,5,8,1,428,9,22,43
0.1,5,8,2,952,9,23,43
0.1,5,8,3,3000,8,20,44
0.1,5,9,0,39,7,16,43
0.1,5,9,1,358,9,19,43
0.1,5,9,2,803,9,20,43
0.1,5,9,3,3000,8,18,43
0.1,5,10,0,35,6,14,43
0.1,5,10,1,344,9,18,43
0.1,5,10,2,775,9,19,43
0.1,5,10,3,3000,8,18,43
0.2,1,5,0,51,6,17,43
0.2,1,5,1,1604,7,19,43
0.2,1,5,2,3000,5,15,43
0.2,1,5,3,3000,3,8,43
0.2,1,6,0,45,5,16,43
0.2,1,6,1,524,7,19,43
0.2,1,6,2,1708,7,20,43
0.2,1,6,3,3000,7,17,44
0.2,1,7,0,41,5,15,43
0.2,1,7,1,167,6,17,43
0.2,1,7,2,171,6,17,43
0.2,1,7,3,231,7,19,43
0.2,1,8,0,25,4,13,43
0.2,1,8,1,26,5,14,43
0.2,1,8,2,26,5,14,43
0.2,1,8,3,27,5,15,43
0.2,1,9,0,25,4,13,43
0.2,1,9,1,26,5,14,43
0.2,1,9,2,26,5,14,43
0.2,1,9,3,27,5,15,43
0.2,1,10,0,3,1,2,43
0.2,1,10,1,19,4,9,43
0.2,1,10,2,19,4,9,43
0.2,1,10,3,20,4,10,43
0.2,2,5,0,407,9,24,43
0.2,2,5,1,974,9,25,43
0.2,2,5,2,1256,9,25,43
0.2,2,5,3,2256,10,27,43
0.2,2,6,0,137,9,22,43
0.2,2,6,1,365,9,23,43
0.2,2,6,2,412,9,23,43
0.2,2,6,3,891,10,26,43
0.2,2,7,0,110,8,20,43
0.2,2,7,1,265,8,22,43
0.2,2,7,2,302,8,22,43
0.2,2,7,3,694,8,24,43
0.2,2,8,0,104,7,17,43
0.2,2,8,1,260,7,20,43
0.2,2,8,2,291,7,20,43
0.2,2,8,3,491,7,21,43
0.2,2,9,0,104,7,17,43
0.2,2,9,1,260,7,20,43
0.2,2,9,2,290,7,20,43
0.2,2,9,3,487,7,21,43
0.2,2,10,0,17,5,10,43
0.2,2,10,1,250,7,16,43
0.2,2,10,2,283,7,17,43
0.2,2,10,3,479,7,19,43
0.2,3,5,0,407,9,24,43
0.2,3,5,1,981,9,25,43
0.2,3,5,2,1263,9,25,43
0.2,3,5,3,2263,10,27,43
0.2,3,6,0,137,9,22,43
0.2,3,6,1,365,9,23,43
0.2,3,6,2,412,9,23,43
0.2,3,6,3,891,10,26,43
0.2,3,7,0,110,8,20,43
0.2,3,7,1,265,8,22,43
0.2,3,7,2,302,8,22,43
0.2,3,7,3,694,8,24,43
0.2,3,8,0,105,8,18,43
0.2,3,8,1,261,8,21,43
0.2,3,8,2,292,8,21,43
0.2,3,8,3,492,8,22,43
0.2,3,9,0,105,8,18,43
0.2,3,9,1,261,8,21,43
0.2,3,9,2,291,8,21,43
0.2,3,9,3,488,8,22,43
0.2,3,10,0,73,8,13,43
0.2,3,10,1,202,8,16,43
0.2,3,10,2,238,8,17,43
0.2,3,10,3,401,8,19,43
0.2,4,5,0,378,12,28,43
0.2,4,5,1,1013,12,29,43
0.2,4,5,2,2114,12,29,43
0.2,4,5,3,3000,9,19,44
0.2,4,6,0,257,12,27,43
0.2,4,6,1,849,12,28,43
0.2,4,6,2,1363,12,28,43
0.2,4,6,3,3000,10,25,43
0.2,4,7,0,237,12,27,43
0.2,4,7,1,754,12,28,43
0.2,4,7,2,1088,12,28,43
0.2,4,7,3,3000,11,26,43
0.2,4,8,0,121,11,23,43
0.2,4,8,1,417,11,25,43
0.2,4,8,2,749,11,25,43
0.2,4,8,3,3000,11,24,43
0.2,4,9,0,94,11,23,43
0.2,4,9,1,297,11,25,43
0.2,4,9,2,616,11,25,43
0.2,4,9,3,3000,11,24,43
0.2,4,10,0,27,6,15,43
0.2,4,10,1,231,9,21,43
0.2,4,10,2,408,9,21,43
0.2,4,10,3,1622,9,22,43
0.2,5,5,0,569,11,28,44
0.2,5,5,1,2049,11,28,44
0.2,5,5,2,3000,10,26,44
0.2,5,5,3,3000,4,13,44
0.2,5,6,0,431,11,28,44
0.2,5,6,1,1944,11,28,44
0.2,5,6,2,3000,11,27,44
0.2,5,6,3,3000,4,13,44
0.2,5,7,0,256,10,24,43
0.2,5,7,1,677,10,24,43
0.2,5,7,2,1460,10,24,43
0.2,5,7,3,3000,7,17,44
0.2,5,8,0,176,8,22,43
0.2,5,8,1,524,10,24,43
0.2,5,8,2,1070,10,24,43
0.2,5,8,3,3000,8,20,44
0.2,5,9,0,171,8,20,43
0.2,5,9,1,239,9,21,43
0.2,5,9,2,386,9,21,43
0.2,5,9,3,1750,10,24,44
0.2,5,10,0,48,6,14,43
0.2,5,10,1,106,7,17,43
0.2,5,10,2,133,7,17,43
0.2,5,10,3,311,7,19,43
0.3,1,5,0,51,6,17,43
0.3,1,5,1,1604,7,19,43
0.3,1,5,2,3000,5,15,43
0.3,1,5,3,3000,3,8,43
0.3,1,6,0,45,5,16,43
0.3,1,6,1,524,7,19,43
0.3,1,6,2,1708,7,20,43
0.3,1,6,3,3000,7,17,44
0.3,1,7,0,41,5,15,43
0.3,1,7,1,167,6,17,43
0.3,1,7,2,171,6,17,43
0.3,1,7,3,231,7,19,43
0.3,1,8,0,25,4,13,43
0.3,1,8,1,26,5,14,43
0.3,1,8,2,26,5,14,43
0.3,1,8,3,27,5,15,43
0.3,1,9,0,25,4,13,43
0.3,1,9,1,26,5,14,43
0.3,1,9,2,26,5,14,43
0.3,1,9,3,27,5,15,43
0.3,1,10,0,5,1,3,43
0.3,1,10,1,6,2,4,43
0.3,1,10,2,6,2,4,43
0.3,1,10,3,7,2,5,43
0.3,2,5,0,407,9,24,43
0.3,2,5,1,974,9,25,43
0.3,2,5,2,1256,9,25,43
0.3,2,5,3,2256,10,27,43
0.3,2,6,0,137,9,22,43
0.3,2,6,1,365,9,23,43
0.3,2,6,2,412,9,23,43
0.3,2,6,3,891,10,26,43
0.3,2,7,0,110,8,20,43
0.3,2,7,1,265,8,22,43
0.3,2,7,2,302,8,22,43
0.3,2,7,3,694,8,24,43
0.3,2,8,0,104,7,17,43
0.3,2,8,1,260,7,20,43
0.3,2,8,2,291,7,20,43
0.3,2,8,3,491,7,21,43
0.3,2,9,0,25,5,14,43
0.3,2,9,1,258,7,20,43
0.3,2,9,2,289,7,20,43
0.3,2,9,3,487,7,21,43
0.3,2,10,0,23,4,13,43
0.3,2,10,1,257,7,20,43
0.3,2,10,2,287,7,20,43
0.3,2,10,3,482,7,21,43
0.3,3,5,0,588,10,27,43
0.3,3,5,1,1060,10,28,43
0.3,3,5,2,1408,10,28,43
0.3,3,5,3,2784,11,29,43
0.3,3,6,0,113,8,20,43
0.3,3,6,1,329,9,24,43
0.3,3,6,2,401,9,24,43
0.3,3,6,3,1063,10,28,43
0.3,3,7,0,83,7,18,43
0.3,3,7,1,206,8,22,43
0.3,3,7,2,276,8,22,43
0.3,3,7,3,682,8,24,43
0.3,3,8,0,58,6,14,43
0.3,3,8,1,150,7,19,43
0.3,3,8,2,181,7,19,43
0.3,3,8,3,463,7,20,43
0.3,3,9,0,57,5,13,43
0.3,3,9,1,132,6,17,43
0.3,3,9,2,150,6,17,43
0.3,3,9,3,388,6,18,43
0.3,3,10,0,29,5,13,43
0.3,3,10,1,46,6,15,43
0.3,3,10,2,49,6,15,43
0.3,3,10,3,98,6,15,43
0.3,4,5,0,1377,11,28,43
0.3,4,5,1,3000,4,12,43
0.3,4,5,2,3000,3,11,43
0.3,4,5,3,3000,1,6,43
0.3,4,6,0,1157,11,28,43
0.3,4,6,1,3000,4,13,43
0.3,4,6,2,3000,3,11,43
0.3,4,6,3,3000,4,12,43
0.3,4,7,0,612,9,19,43
0.3,4,7,1,3000,7,16,43
0.3,4,7,2,3000,7,15,43
0.3,4,7,3,3000,4,13,43
0.3,4,8,0,294,8,17,43
0.3,4,8,1,2354,9,20,43
0.3,4,8,2,2938,10,24,43
0.3,4,8,3,3000,7,18,43
0.3,4,9,0,60,4,7,43
0.3,4,9,1,366,5,9,43
0.3,4,9,2,532,7,13,43
0.3,4,9,3,1070,7,16,43
0.3,4,10,0,23,3,5,43
0.3,4,10,1,109,4,7,43
0.3,4,10,2,179,5,11,43
0.3,4,10,3,297,5,13,43
0.3,5,5,0,2405,10,26,43
0.3,5,5,1,3000,2,9,43
0.3,5,5,2,3000,2,7,43
0.3,5,5,3,3000,3,9,43
0.3,5,6,0,1093,10,25,43
0.3,5,6,1,3000,3,11,43
0.3,5,6,2,3000,2,9,43
0.3,5,6,3,3000,3,10,43
0.3,5,7,0,463,9,22,43
0.3,5,7,1,3000,9,23,43
0.3,5,7,2,3000,8,20,43
0.3,5,7,3,3000,4,12,43
0.3,5,8,0,120,7,17,43
0.3,5,8,1,597,8,19,43
0.3,5,8,2,811,8,19,43
0.3,5,8,3,1662,8,20,43
0.3,5,9,0,50,7,17,43
0.3,5,9,1,170,8,19,43
0.3,5,9,2,234,8,19,43
0.3,5,9,3,415,8,20,43
0.3,5,10,0,33,6,14,43
0.3,5,10,1,105,7,15,43
0.3,5,10,2,145,7,15,43
0.3,5,10,3,238,7,15,43
0.4,1,5,0,51,6,17,43
0.4,1,5,1,1604,7,19,43
0.4,1,5,2,3000,5,15,43
0.4,1,5,3,3000,3,8,43
0.4,1,6,0,45,5,16,43
0.4,1,6,1,524,7,19,43
0.4,1,6,2,1708,7,20,43
0.4,1,6,3,3000,7,17,44
0.4,1,7,0,41,5,15,43
0.4,1,7,1,167,6,17,43
0.4,1,7,2,171,6,17,43
0.4,1,7,3,231,7,19,43
0.4,1,8,0,25,4,13,43
0.4,1,8,1,26,5,14,43
0.4,1,8,2,26,5,14,43
0.4,1,8,3,27,5,15,43
0.4,1,9,0,25,4,13,43
0.4,1,9,1,26,5,14,43
0.4,1,9,2,26,5,14,43
0.4,1,9,3,27,5,15,43
0.4,1,10,0,3,1,2,43
0.4,1,10,1,19,4,9,43
0.4,1,10,2,19,4,9,43
0.4,1,10,3,20,4,10,43
0.4,2,5,0,299,10,26,43
0.4,2,5,1,1033,10,29,43
0.4,2,5,2,1311,10,29,43
0.4,2,5,3,2334,11,30,43
0.4,2,6,0,137,9,22,43
0.4,2,6,1,365,9,23,43
0.4,2,6,2,412,9,23,43
0.4,2,6,3,891,10,26,43
0.4,2,7,0,110,8,20,43
0.4,2,7,1,265,8,22,43
0.4,2,7,2,302,8,22,43
0.4,2,7,3,694,8,24,43
0.4,2,8,0,108,7,19,43
0.4,2,8,1,263,8,22,43
0.4,2,8,2,294,8,22,43
0.4,2,8,3,494,8,23,43
0.4,2,9,0,73,6,11,43
0.4,2,9,1,202,7,15,43
0.4,2,9,2,238,7,16,43
0.4,2,9,3,406,7,19,43
0.4,2,10,0,73,6,11,43
0.4,2,10,1,202,7,15,43
0.4,2,10,2,238,7,16,43
0.4,2,10,3,402,7,19,43
0.4,3,5,0,991,10,26,43
0.4,3,5,1,2114,10,27,43
0.4,3,5,2,3000,5,15,44
0.4,3,5,3,3000,4,10,43
0.4,3,6,0,301,10,26,43
0.4,3,6,1,631,10,27,43
0.4,3,6,2,808,10,27,43
0.4,3,6,3,1581,10,27,43
0.4,3,7,0,151,9,23,43
0.4,3,7,1,430,9,24,43
0.4,3,7,2,530,9,24,43
0.4,3,7,3,928,9,25,43
0.4,3,8,0,108,9,20,43
0.4,3,8,1,371,9,22,43
0.4,3,8,2,471,9,22,43
0.4,3,8,3,807,9,23,43
0.4,3,9,0,81,8,17,43
0.4,3,9,1,216,8,20,43
0.4,3,9,2,255,8,20,43
0.4,3,9,3,430,8,21,43
0.4,3,10,0,51,7,15,43
0.4,3,10,1,73,7,15,43
0.4,3,10,2,86,7,15,43
0.4,3,10,3,124,7,16,43
0.4,4,5,0,1128,10,27,44
0.4,4,5,1,3000,10,28,44
0.4,4,5,2,3000,4,13,44
0.4,4,5,3,3000,1,2,43
0.4,4,6,0,252,10,27,44
0.4,4,6,1,2204,10,29,44
0.4,4,6,2,3000,9,24,44
0.4,4,6,3,3000,4,13,44
0.4,4,7,0,156,9,23,43
0.4,4,7,1,689,9,24,43
0.4,4,7,2,2340,9,25,44
0.4,4,7,3,3000,9,25,44
0.4,4,8,0,108,9,20,43
0.4,4,8,1,554,9,23,43
0.4,4,8,2,1890,9,24,44
0.4,4,8,3,3000,9,24,44
0.4,4,9,0,92,9,19,43
0.4,4,9,1,357,9,21,43
0.4,4,9,2,1008,9,22,44
0.4,4,9,3,2135,9,24,44
0.4,4,10,0,53,7,15,43
0.4,4,10,1,144,8,16,43
0.4,4,10,2,550,8,16,43
