title
Code Smell Detection: Towards a Machine Learning-Based Approach
Tracking Design Smells: Lessons from a Study of God Classes
A Bayesian Approach for the Detection of Code and Design Smells
IDS: An Immune-Inspired Approach for the Detection of Software Design Smells
Bad-smell prediction from software design model using machine learning techniques
SMURF: A SVM-based Incremental Anti-pattern Detection Approach
Can I clone this piece of code here?
Support vector machines for anti-pattern detection
Experience report: Evaluating the effectiveness of decision trees for detecting code smells
Code smell severity classification using machine learning techniques
Adaptive Detection of Design Flaws
BDTEX: A GQM-based Bayesian approach for the detection of antipatterns
Comparing and experimenting machine learning techniques for code smell detection
Deep learning code fragments for code clone detection
Classification model for code clones based on machine learning
