min_df,Topics,Words,Similar Words,No. Results,No. QGS,No. GS,No. Total
0.1,1,5,0,79,3,4,12
0.1,1,5,1,129,4,6,12
0.1,1,5,2,173,4,7,12
0.1,1,5,3,196,4,7,12
0.1,1,6,0,42,3,4,12
0.1,1,6,1,62,4,6,12
0.1,1,6,2,115,4,7,12
0.1,1,6,3,158,4,7,12
0.1,1,7,0,38,2,3,12
0.1,1,7,1,56,3,5,12
0.1,1,7,2,105,3,6,12
0.1,1,7,3,146,4,7,12
0.1,1,8,0,21,1,2,12
0.1,1,8,1,56,3,5,12
0.1,1,8,2,105,3,6,12
0.1,1,8,3,146,4,7,12
0.1,1,9,0,4,1,1,12
0.1,1,9,1,6,1,1,12
0.1,1,9,2,6,1,1,12
0.1,1,9,3,9,2,2,12
0.1,1,10,0,2,1,1,12
0.1,1,10,1,4,1,1,12
0.1,1,10,2,4,1,1,12
0.1,1,10,3,6,2,2,12
0.1,2,5,0,130,4,7,12
0.1,2,5,1,268,4,7,12
0.1,2,5,2,278,4,7,12
0.1,2,5,3,280,4,7,12
0.1,2,6,0,10,2,5,12
0.1,2,6,1,23,4,7,12
0.1,2,6,2,24,4,7,12
0.1,2,6,3,27,4,7,12
0.1,2,7,0,9,2,5,12
0.1,2,7,1,22,4,7,12
0.1,2,7,2,23,4,7,12
0.1,2,7,3,26,4,7,12
0.1,2,8,0,5,1,4,12
0.1,2,8,1,17,3,6,12
0.1,2,8,2,18,3,6,12
0.1,2,8,3,18,3,6,12
0.1,2,9,0,4,0,3,12
0.1,2,9,1,17,3,6,12
0.1,2,9,2,18,3,6,12
0.1,2,9,3,18,3,6,12
0.1,2,10,0,3,0,3,12
0.1,2,10,1,16,3,6,12
0.1,2,10,2,17,3,6,12
0.1,2,10,3,17,3,6,12
0.1,3,5,0,105,4,8,12
0.1,3,5,1,1070,4,10,12
0.1,3,5,2,3000,2,4,15
0.1,3,5,3,3000,2,4,15
0.1,3,6,0,28,4,7,12
0.1,3,6,1,29,4,7,12
0.1,3,6,2,29,4,7,12
0.1,3,6,3,35,4,8,12
0.1,3,7,0,10,4,7,12
0.1,3,7,1,18,4,7,12
0.1,3,7,2,19,4,7,12
0.1,3,7,3,19,4,7,12
0.1,3,8,0,10,4,7,12
0.1,3,8,1,18,4,7,12
0.1,3,8,2,19,4,7,12
0.1,3,8,3,19,4,7,12
0.1,3,9,0,8,2,5,12
0.1,3,9,1,17,3,6,12
0.1,3,9,2,18,3,6,12
0.1,3,9,3,18,3,6,12
0.1,3,10,0,2,2,2,12
0.1,3,10,1,7,3,4,12
0.1,3,10,2,7,3,4,12
0.1,3,10,3,7,3,4,12
0.1,4,5,0,131,5,8,12
0.1,4,5,1,189,5,8,12
0.1,4,5,2,242,5,8,12
0.1,4,5,3,286,5,8,12
0.1,4,6,0,54,5,8,12
0.1,4,6,1,71,5,8,12
0.1,4,6,2,103,5,8,12
0.1,4,6,3,145,5,8,12
0.1,4,7,0,36,5,8,12
0.1,4,7,1,61,5,8,12
0.1,4,7,2,91,5,8,12
0.1,4,7,3,130,5,8,12
0.1,4,8,0,30,3,6,12
0.1,4,8,1,57,3,6,12
0.1,4,8,2,87,3,6,12
0.1,4,8,3,126,3,6,12
0.1,4,9,0,23,2,2,12
0.1,4,9,1,50,3,5,12
0.1,4,9,2,80,3,5,12
0.1,4,9,3,121,3,5,12
0.1,4,10,0,2,2,2,12
0.1,4,10,1,8,3,4,12
0.1,4,10,2,11,3,4,12
0.1,4,10,3,12,3,4,12
0.1,5,5,0,3000,0,1,12
0.1,5,5,1,3000,0,1,12
0.1,5,5,2,3000,0,1,12
0.1,5,5,3,3000,0,1,12
0.1,5,6,0,1750,2,6,12
0.1,5,6,1,2689,4,8,12
0.1,5,6,2,3000,4,6,12
0.1,5,6,3,3000,2,3,12
0.1,5,7,0,748,2,6,12
0.1,5,7,1,1305,4,8,12
0.1,5,7,2,2504,4,8,12
0.1,5,7,3,3000,2,3,12
0.1,5,8,0,28,2,6,12
0.1,5,8,1,136,4,8,12
0.1,5,8,2,396,4,8,12
0.1,5,8,3,812,4,8,12
0.1,5,9,0,7,2,5,12
0.1,5,9,1,90,4,7,12
0.1,5,9,2,354,4,8,12
0.1,5,9,3,510,4,8,12
0.1,5,10,0,6,2,5,12
0.1,5,10,1,43,3,6,12
0.1,5,10,2,84,3,6,12
0.1,5,10,3,108,3,6,12
0.2,1,5,0,79,3,4,12
0.2,1,5,1,129,4,6,12
0.2,1,5,2,173,4,7,12
0.2,1,5,3,196,4,7,12
0.2,1,6,0,42,3,4,12
0.2,1,6,1,62,4,6,12
0.2,1,6,2,115,4,7,12
0.2,1,6,3,158,4,7,12
0.2,1,7,0,38,2,3,12
0.2,1,7,1,56,3,5,12
0.2,1,7,2,105,3,6,12
0.2,1,7,3,146,4,7,12
0.2,1,8,0,21,1,2,12
0.2,1,8,1,56,3,5,12
0.2,1,8,2,105,3,6,12
0.2,1,8,3,146,4,7,12
0.2,1,9,0,4,1,1,12
0.2,1,9,1,6,1,1,12
0.2,1,9,2,6,1,1,12
0.2,1,9,3,9,2,2,12
0.2,1,10,0,2,1,1,12
0.2,1,10,1,4,1,1,12
0.2,1,10,2,4,1,1,12
0.2,1,10,3,6,2,2,12
0.2,2,5,0,130,4,7,12
0.2,2,5,1,268,4,7,12
0.2,2,5,2,278,4,7,12
0.2,2,5,3,280,4,7,12
0.2,2,6,0,10,2,5,12
0.2,2,6,1,23,4,7,12
0.2,2,6,2,24,4,7,12
0.2,2,6,3,27,4,7,12
0.2,2,7,0,9,2,5,12
0.2,2,7,1,22,4,7,12
0.2,2,7,2,23,4,7,12
0.2,2,7,3,26,4,7,12
0.2,2,8,0,5,1,4,12
0.2,2,8,1,17,3,6,12
0.2,2,8,2,18,3,6,12
0.2,2,8,3,18,3,6,12
0.2,2,9,0,4,0,3,12
0.2,2,9,1,17,3,6,12
0.2,2,9,2,18,3,6,12
0.2,2,9,3,18,3,6,12
0.2,2,10,0,3,0,3,12
0.2,2,10,1,16,3,6,12
0.2,2,10,2,17,3,6,12
0.2,2,10,3,17,3,6,12
0.2,3,5,0,105,4,8,12
0.2,3,5,1,1070,4,10,12
0.2,3,5,2,3000,2,4,15
0.2,3,5,3,3000,2,4,15
0.2,3,6,0,28,4,7,12
0.2,3,6,1,29,4,7,12
0.2,3,6,2,29,4,7,12
0.2,3,6,3,35,4,8,12
0.2,3,7,0,10,4,7,12
0.2,3,7,1,18,4,7,12
0.2,3,7,2,19,4,7,12
